"State...1","County","Average Income","Percent_COPD","Male 18-44","Male 45-64","Male 65+","Female 18-44","Female 45-64","Female 65+","Poverty","Encoded_Poverty","Unemployed","State...22","Area_Name","Male_Total","Female_Total","AQI","Average_Income","Income_Level","Unemployed_Level"
"Texas","Walker",42250,8.1,6,10.3,15.1,7.1,11.6,16.4,854,"Very Low",1862,"TX","Walker County, TX",31.4,35.1,61.336119446,42250,"Medium","Moderate"
"Texas","Waller",53497,6.2,6,10.3,15.1,7.1,11.6,16.4,4578,"Low",584,"TX","Waller County, TX",31.4,35.1,61.336119446,53497,"Medium","Low"
"Texas","Ward",31270,7,6,10.3,15.1,7.1,11.6,16.4,574,"Very Low",860,"TX","Ward County, TX",31.4,35.1,61.336119446,31270,"Medium","Moderate"
"Texas","Washington",47528,6.6,6,10.3,15.1,7.1,11.6,16.4,2222,"Low",9829,"TX","Washington County, TX",31.4,35.1,61.336119446,47528,"Medium","Very High"
"Texas","Webb",49012,6,6,10.3,15.1,7.1,11.6,16.4,2827,"Low",1449,"TX","Webb County, TX",31.4,35.1,67.342756989,49012,"Medium","Moderate"
"Texas","Wharton",61115,7.1,6,10.3,15.1,7.1,11.6,16.4,3384,"Low",133,"TX","Wharton County, TX",31.4,35.1,61.336119446,61115,"High","Very Low"
"Texas","Wheeler",37015,8.5,6,10.3,15.1,7.1,11.6,16.4,6135,"Low",3686,"TX","Wheeler County, TX",31.4,35.1,61.336119446,37015,"Medium","High"
"Texas","Wichita",48622,7.3,6,10.3,15.1,7.1,11.6,16.4,5015,"Low",287,"TX","Wichita County, TX",31.4,35.1,61.336119446,48622,"Medium","Very Low"
"Texas","Wilbarger",46679,9.3,6,10.3,15.1,7.1,11.6,16.4,5065,"Low",791,"TX","Wilbarger County, TX",31.4,35.1,61.336119446,46679,"Medium","Moderate"
"Texas","Willacy",47084,7.4,6,10.3,15.1,7.1,11.6,16.4,5547,"Low",18877,"TX","Willacy County, TX",31.4,35.1,61.336119446,47084,"Medium","Very High"
"Texas","Williamson",55374,4.8,6,10.3,15.1,7.1,11.6,16.4,5326,"Low",1400,"TX","Williamson County, TX",31.4,35.1,61.336119446,55374,"Medium","Moderate"
"Texas","Wilson",32989,5.9,6,10.3,15.1,7.1,11.6,16.4,7465,"Low",375,"TX","Wilson County, TX",31.4,35.1,58.742554125,32989,"Medium","Low"
"Texas","Winkler",57774,6.5,6,10.3,15.1,7.1,11.6,16.4,1967,"Low",2106,"TX","Winkler County, TX",31.4,35.1,61.336119446,57774,"Medium","Moderate"
"Texas","Wise",51867,7.1,6,10.3,15.1,7.1,11.6,16.4,1307,"Low",1184,"TX","Wise County, TX",31.4,35.1,61.336119446,51867,"Medium","Moderate"
"Texas","Wood",59453,7.6,6,10.3,15.1,7.1,11.6,16.4,3742,"Low",421,"TX","Wood County, TX",31.4,35.1,61.336119446,59453,"Medium","Low"
"Texas","Yoakum",50815,6.3,6,10.3,15.1,7.1,11.6,16.4,1873,"Low",409,"TX","Yoakum County, TX",31.4,35.1,61.336119446,50815,"Medium","Low"
"Texas","Young",44893,7.3,6,10.3,15.1,7.1,11.6,16.4,18150,"Medium",572,"TX","Young County, TX",31.4,35.1,61.336119446,44893,"Medium","Low"
"Texas","Zapata",47894,7.4,6,10.3,15.1,7.1,11.6,16.4,6314,"Low",485,"TX","Zapata County, TX",31.4,35.1,61.336119446,47894,"Medium","Low"
"Texas","Zavala",54030,7.2,6,10.3,15.1,7.1,11.6,16.4,449,"Very Low",319,NA,NA,31.4,35.1,61.336119446,54030,"Medium","Low"
"Utah","Beaver",29864,5.3,6,10.3,15.1,7.1,11.6,16.4,7042,"Low",1196,"UT","Beaver County, UT",31.4,35.1,45.581628094,29864,"Low","Moderate"
"Utah","Box Elder",39470,5.5,6,10.3,15.1,7.1,11.6,16.4,796,"Very Low",1991,"UT","Box Elder County, UT",31.4,35.1,38.032259899,39470,"Medium","Moderate"
"Utah","Cache",39979,5.4,6,10.3,15.1,7.1,11.6,16.4,2335,"Low",464,"UT","Cache County, UT",31.4,35.1,46.807946882,39979,"Medium","Low"
"Utah","Carbon",41826,6.5,6,10.3,15.1,7.1,11.6,16.4,2955,"Low",19,"UT","Carbon County, UT",31.4,35.1,37.742881099,41826,"Medium","Very Low"
"Utah","Daggett",43024,5.1,6,10.3,15.1,7.1,11.6,16.4,4502,"Low",7465,"UT","Daggett County, UT",31.4,35.1,45.581628094,43024,"Medium","High"
"Utah","Davis",43193,4.3,6,10.3,15.1,7.1,11.6,16.4,2487,"Low",628,"UT","Davis County, UT",31.4,35.1,54.593554262,43193,"Medium","Low"
"Utah","Duchesne",49489,6.6,6,10.3,15.1,7.1,11.6,16.4,6018,"Low",214,"UT","Duchesne County, UT",31.4,35.1,53.62305465,49489,"Medium","Very Low"
"Utah","Emery",50348,6.2,6,10.3,15.1,7.1,11.6,16.4,3357,"Low",278,"UT","Emery County, UT",31.4,35.1,45.581628094,50348,"Medium","Very Low"
"Utah","Garfield",41488,5.9,6,10.3,15.1,7.1,11.6,16.4,4231,"Low",604,"UT","Garfield County, UT",31.4,35.1,45.581628094,41488,"Medium","Low"
"Utah","Grand",38448,5.9,6,10.3,15.1,7.1,11.6,16.4,753,"Very Low",1174,"UT","Grand County, UT",31.4,35.1,43.469241849,38448,"Medium","Moderate"
"Utah","Iron",42745,6.3,6,10.3,15.1,7.1,11.6,16.4,1917,"Low",179,"UT","Iron County, UT",31.4,35.1,47.093249286,42745,"Medium","Very Low"
"Utah","Juab",61995,5.8,6,10.3,15.1,7.1,11.6,16.4,26947,"Medium",212,"UT","Juab County, UT",31.4,35.1,45.581628094,61995,"High","Very Low"
"Utah","Kane",36491,5.6,6,10.3,15.1,7.1,11.6,16.4,1059,"Low",200,"UT","Kane County, UT",31.4,35.1,45.581628094,36491,"Medium","Very Low"
"Utah","Millard",43862,6,6,10.3,15.1,7.1,11.6,16.4,557,"Very Low",195,"UT","Millard County, UT",31.4,35.1,45.581628094,43862,"Medium","Very Low"
"Utah","Morgan",46337,4.3,6,10.3,15.1,7.1,11.6,16.4,4647,"Low",30,"UT","Morgan County, UT",31.4,35.1,45.581628094,46337,"Medium","Very Low"
"Utah","Piute",40580,7.8,6,10.3,15.1,7.1,11.6,16.4,1432,"Low",41,"UT","Piute County, UT",31.4,35.1,45.581628094,40580,"Medium","Very Low"
"Utah","Rich",60155,5.5,6,10.3,15.1,7.1,11.6,16.4,2929,"Low",33842,"UT","Rich County, UT",31.4,35.1,45.581628094,60155,"High","Very High"
"Utah","Salt Lake",48292,4.8,6,10.3,15.1,7.1,11.6,16.4,3268,"Low",577,"UT","Salt Lake County, UT",31.4,35.1,52.220571157,48292,"Medium","Low"
"Utah","San Juan",42525,7.3,6,10.3,15.1,7.1,11.6,16.4,1211,"Low",493,"UT","San Juan County, UT",31.4,35.1,45.582452995,42525,"Medium","Low"
"Utah","Sanpete",57292,6.2,6,10.3,15.1,7.1,11.6,16.4,79572,"High",432,"UT","Sanpete County, UT",31.4,35.1,45.581628094,57292,"Medium","Low"
"Utah","Sevier",32504,6.1,6,10.3,15.1,7.1,11.6,16.4,4780,"Low",1824,"UT","Sevier County, UT",31.4,35.1,45.581628094,32504,"Medium","Moderate"
"Utah","Summit",36828,3.9,6,10.3,15.1,7.1,11.6,16.4,1880,"Low",1746,"UT","Summit County, UT",31.4,35.1,45.581628094,36828,"Medium","Moderate"
"Utah","Tooele",39552,5.1,6,10.3,15.1,7.1,11.6,16.4,2027,"Low",1284,"UT","Tooele County, UT",31.4,35.1,38.91891617,39552,"Medium","Moderate"
"Utah","Uintah",164349,6.7,6,10.3,15.1,7.1,11.6,16.4,6052,"Low",12327,"UT","Uintah County, UT",31.4,35.1,45.076588847,164349,"High","Very High"
"Utah","Utah",41853,4.5,6,10.3,15.1,7.1,11.6,16.4,6980,"Low",1090,"UT","Utah County, UT",31.4,35.1,47.639884361,41853,"Medium","Moderate"
"Utah","Wasatch",33216,4.2,6,10.3,15.1,7.1,11.6,16.4,1934,"Low",4412,"UT","Wasatch County, UT",31.4,35.1,45.581628094,33216,"Medium","High"
"Utah","Washington",47183,5.2,6,10.3,15.1,7.1,11.6,16.4,3252,"Low",112,"UT","Washington County, UT",31.4,35.1,42.237001545,47183,"Medium","Very Low"
"Utah","Wayne",68334,5.9,6,10.3,15.1,7.1,11.6,16.4,1549,"Low",6455,"UT","Wayne County, UT",31.4,35.1,45.581628094,68334,"High","High"
"Utah","Weber",45360,5.3,6,10.3,15.1,7.1,11.6,16.4,2527,"Low",2467,NA,NA,31.4,35.1,45.105190292,45360,"Medium","High"
"Vermont","Addison",48926,5,6,10.3,15.1,7.1,11.6,16.4,1630,"Low",1167,"VT","Addison County, VT",31.4,35.1,30.327397124,48926,"Medium","Moderate"
"Vermont","Bennington",46020,5.7,6,10.3,15.1,7.1,11.6,16.4,1945,"Low",874,"VT","Bennington County, VT",31.4,35.1,30.84220615,46020,"Medium","Moderate"
"Vermont","Caledonia",55761,6.3,6,10.3,15.1,7.1,11.6,16.4,5290,"Low",4572,"VT","Caledonia County, VT",31.4,35.1,30.327397124,55761,"Medium","High"
"Vermont","Chittenden",55683,4.8,6,10.3,15.1,7.1,11.6,16.4,7297,"Low",207,"VT","Chittenden County, VT",31.4,35.1,23.718184885,55683,"Medium","Very Low"
"Vermont","Essex",47803,7.4,6,10.3,15.1,7.1,11.6,16.4,23099,"Medium",1410,"VT","Essex County, VT",31.4,35.1,30.327397124,47803,"Medium","Moderate"
"Vermont","Franklin",63772,6.4,6,10.3,15.1,7.1,11.6,16.4,8421,"Low",239,"VT","Franklin County, VT",31.4,35.1,30.327397124,63772,"High","Very Low"
"Vermont","Grand Isle",43793,5.1,6,10.3,15.1,7.1,11.6,16.4,290,"Very Low",1080,"VT","Grand Isle County, VT",31.4,35.1,30.327397124,43793,"Medium","Moderate"
"Vermont","Lamoille",52041,5.5,6,10.3,15.1,7.1,11.6,16.4,3205,"Low",837,"VT","Lamoille County, VT",31.4,35.1,30.327397124,52041,"Medium","Moderate"
"Vermont","Orange",64887,5.8,6,10.3,15.1,7.1,11.6,16.4,5538,"Low",1001,"VT","Orange County, VT",31.4,35.1,30.327397124,64887,"High","Moderate"
"Vermont","Orleans",57739,6.6,6,10.3,15.1,7.1,11.6,16.4,938,"Very Low",2059,"VT","Orleans County, VT",31.4,35.1,30.327397124,57739,"Medium","Moderate"
"Vermont","Rutland",52909,5.8,6,10.3,15.1,7.1,11.6,16.4,1776,"Low",1670,"VT","Rutland County, VT",31.4,35.1,36.421800338,52909,"Medium","Moderate"
"Vermont","Washington",49897,5.3,6,10.3,15.1,7.1,11.6,16.4,1280,"Low",1473,"VT","Washington County, VT",31.4,35.1,30.327397124,49897,"Medium","Moderate"
"Vermont","Windham",54826,5.8,6,10.3,15.1,7.1,11.6,16.4,1291,"Low",1735,"VT","Windham County, VT",31.4,35.1,30.327397124,54826,"Medium","Moderate"
"Vermont","Windsor",64276,5.4,6,10.3,15.1,7.1,11.6,16.4,5178,"Low",1156,NA,NA,31.4,35.1,30.327397124,64276,"High","Moderate"
"Virginia","Accomack",53101,8,6,10.3,15.1,7.1,11.6,16.4,15315,"Medium",3120,"VA","Accomack County, VA",31.4,35.1,43.799994011,53101,"Medium","High"
"Virginia","Amelia",62220,7.5,6,10.3,15.1,7.1,11.6,16.4,3873,"Low",459,"VA","Albemarle County, VA",31.4,35.1,43.799994011,62220,"High","Low"
"Virginia","Amherst",50924,7.3,6,10.3,15.1,7.1,11.6,16.4,2045,"Low",367,"VA","Alleghany County, VA",31.4,35.1,43.799994011,50924,"Medium","Low"
"Virginia","Appomattox",46030,7.4,6,10.3,15.1,7.1,11.6,16.4,1294,"Low",848,"VA","Amelia County, VA",31.4,35.1,43.799994011,46030,"Medium","Moderate"
"Virginia","Arlington",40998,3.6,6,10.3,15.1,7.1,11.6,16.4,776,"Very Low",422,"VA","Amherst County, VA",31.4,35.1,47.284138925,40998,"Medium","Low"
"Virginia","Bath",41929,9,6,10.3,15.1,7.1,11.6,16.4,4619,"Low",6986,"VA","Appomattox County, VA",31.4,35.1,43.799994011,41929,"Medium","High"
"Virginia","Bedford",97751,6.3,6,10.3,15.1,7.1,11.6,16.4,1360,"Low",1762,"VA","Arlington County, VA",31.4,35.1,43.799994011,97751,"High","Moderate"
"Virginia","Bland",69736,7.5,6,10.3,15.1,7.1,11.6,16.4,20612,"Medium",237,"VA","Augusta County, VA",31.4,35.1,43.799994011,69736,"High","Very Low"
"Virginia","Botetourt",50096,6.2,6,10.3,15.1,7.1,11.6,16.4,1828,"Low",2003,"VA","Bath County, VA",31.4,35.1,43.799994011,50096,"Medium","Moderate"
"Virginia","Brunswick",39111,8.2,6,10.3,15.1,7.1,11.6,16.4,1150,"Low",164,"VA","Bedford County, VA",31.4,35.1,43.799994011,39111,"Medium","Very Low"
"Virginia","Buchanan",55106,10.7,6,10.3,15.1,7.1,11.6,16.4,2089,"Low",805,"VA","Bland County, VA",31.4,35.1,43.799994011,55106,"Medium","Moderate"
"Virginia","Buckingham",36672,8.7,6,10.3,15.1,7.1,11.6,16.4,1579,"Low",487,"VA","Botetourt County, VA",31.4,35.1,43.799994011,36672,"Medium","Low"
"Virginia","Caroline",39621,6.5,6,10.3,15.1,7.1,11.6,16.4,2800,"Low",629,"VA","Brunswick County, VA",31.4,35.1,43.79946449,39621,"Medium","Low"
"Virginia","Charles City",33515,7.4,6,10.3,15.1,7.1,11.6,16.4,3257,"Low",480,"VA","Buchanan County, VA",31.4,35.1,43.799994011,33515,"Medium","Low"
"Virginia","Charlotte",47241,8.2,6,10.3,15.1,7.1,11.6,16.4,3154,"Low",1551,"VA","Buckingham County, VA",31.4,35.1,43.799994011,47241,"Medium","Moderate"
"Virginia","Chesterfield",54205,5.3,6,10.3,15.1,7.1,11.6,16.4,2481,"Low",1041,"VA","Campbell County, VA",31.4,35.1,43.142528595,54205,"Medium","Moderate"
"Virginia","Clarke",39367,5.7,6,10.3,15.1,7.1,11.6,16.4,7731,"Low",1116,"VA","Caroline County, VA",31.4,35.1,43.799994011,39367,"Medium","Moderate"
"Virginia","Craig",58219,7.3,6,10.3,15.1,7.1,11.6,16.4,1812,"Low",242,"VA","Carroll County, VA",31.4,35.1,43.799994011,58219,"Medium","Very Low"
"Virginia","Culpeper",69063,6.1,6,10.3,15.1,7.1,11.6,16.4,3407,"Low",294,"VA","Charles City County, VA",31.4,35.1,43.799994011,69063,"High","Low"
"Virginia","Cumberland",42970,6.5,6,10.3,15.1,7.1,11.6,16.4,4017,"Low",11369,"VA","Charlotte County, VA",31.4,35.1,43.799994011,42970,"Medium","Very High"
"Virginia","Dickenson",51440,10.4,6,10.3,15.1,7.1,11.6,16.4,30613,"Medium",353,"VA","Chesterfield County, VA",31.4,35.1,43.799994011,51440,"Medium","Low"
"Virginia","Essex",40805,8.1,6,10.3,15.1,7.1,11.6,16.4,4420,"Low",120,"VA","Clarke County, VA",31.4,35.1,43.799994011,40805,"Medium","Very Low"
"Virginia","Fauquier",37129,5.3,6,10.3,15.1,7.1,11.6,16.4,671,"Very Low",1264,"VA","Craig County, VA",31.4,35.1,43.79918499,37129,"Medium","Moderate"
"Virginia","Floyd",47869,7,6,10.3,15.1,7.1,11.6,16.4,1250,"Low",288,"VA","Culpeper County, VA",31.4,35.1,43.799994011,47869,"Medium","Very Low"
"Virginia","Fluvanna",74288,5.4,6,10.3,15.1,7.1,11.6,16.4,7597,"Low",389,"VA","Cumberland County, VA",31.4,35.1,43.799994011,74288,"High","Low"
"Virginia","Franklin",43639,7.3,6,10.3,15.1,7.1,11.6,16.4,2254,"Low",885,"VA","Dickenson County, VA",31.4,35.1,43.799994011,43639,"Medium","Moderate"
"Virginia","Giles",48349,7.5,6,10.3,15.1,7.1,11.6,16.4,6848,"Low",392,"VA","Dinwiddie County, VA",31.4,35.1,45.771597565,48349,"Medium","Low"
"Virginia","Gloucester",47157,6.3,6,10.3,15.1,7.1,11.6,16.4,4649,"Low",37659,"VA","Essex County, VA",31.4,35.1,43.799994011,47157,"Medium","Very High"
"Virginia","Goochland",42845,5,6,10.3,15.1,7.1,11.6,16.4,4049,"Low",1780,"VA","Fairfax County, VA",31.4,35.1,43.799994011,42845,"Medium","Moderate"
"Virginia","Grayson",52246,8.9,6,10.3,15.1,7.1,11.6,16.4,4361,"Low",423,"VA","Fauquier County, VA",31.4,35.1,43.799994011,52246,"Medium","Low"
"Virginia","Greene",99944,6.4,6,10.3,15.1,7.1,11.6,16.4,5042,"Low",748,"VA","Floyd County, VA",31.4,35.1,43.799994011,99944,"High","Low"
"Virginia","Halifax",35067,8.1,6,10.3,15.1,7.1,11.6,16.4,2316,"Low",1466,"VA","Fluvanna County, VA",31.4,35.1,43.799994011,35067,"Medium","Moderate"
"Virginia","Hanover",46174,5.4,6,10.3,15.1,7.1,11.6,16.4,10287,"Medium",2353,"VA","Franklin County, VA",31.4,35.1,43.79964799,46174,"Medium","High"
"Virginia","Henrico",39536,5,6,10.3,15.1,7.1,11.6,16.4,8443,"Low",501,"VA","Frederick County, VA",31.4,35.1,43.27367868,39536,"Medium","Low"
"Virginia","Highland",65092,7,6,10.3,15.1,7.1,11.6,16.4,797,"Very Low",1081,"VA","Giles County, VA",31.4,35.1,43.799994011,65092,"High","Moderate"
"Virginia","Isle of Wight",69268,6.1,6,10.3,15.1,7.1,11.6,16.4,1616,"Low",565,"VA","Gloucester County, VA",31.4,35.1,43.799994011,69268,"High","Low"
"Virginia","King and Queen",44320,7.1,6,10.3,15.1,7.1,11.6,16.4,7500,"Low",475,"VA","Goochland County, VA",31.4,35.1,43.799994011,44320,"Medium","Low"
"Virginia","King George",57943,5.7,6,10.3,15.1,7.1,11.6,16.4,3699,"Low",556,"VA","Grayson County, VA",31.4,35.1,43.799994011,57943,"Medium","Low"
"Virginia","King William",51156,6.3,6,10.3,15.1,7.1,11.6,16.4,6900,"Low",294,"VA","Greene County, VA",31.4,35.1,43.799994011,51156,"Medium","Low"
"Virginia","Lancaster",58946,6.4,6,10.3,15.1,7.1,11.6,16.4,2812,"Low",1100,"VA","Greensville County, VA",31.4,35.1,43.799994011,58946,"Medium","Moderate"
"Virginia","Lee",49700,10.5,6,10.3,15.1,7.1,11.6,16.4,6330,"Low",2894,"VA","Halifax County, VA",31.4,35.1,43.799994011,49700,"Medium","High"
"Virginia","Loudoun",64049,3.7,6,10.3,15.1,7.1,11.6,16.4,4727,"Low",12105,"VA","Hanover County, VA",31.4,35.1,41.981808675,64049,"High","Very High"
"Virginia","Louisa",34875,6.8,6,10.3,15.1,7.1,11.6,16.4,3559,"Low",1868,"VA","Henrico County, VA",31.4,35.1,43.799994011,34875,"Medium","Moderate"
"Virginia","Lunenburg",85393,8.6,6,10.3,15.1,7.1,11.6,16.4,15125,"Medium",48,"VA","Henry County, VA",31.4,35.1,43.799994011,85393,"High","Very Low"
"Virginia","Madison",46650,7,6,10.3,15.1,7.1,11.6,16.4,3098,"Low",1009,"VA","Highland County, VA",31.4,35.1,43.80317024,46650,"Medium","Moderate"
"Virginia","Mathews",36381,6.1,6,10.3,15.1,7.1,11.6,16.4,921,"Very Low",2626,"VA","Isle of Wight County, VA",31.4,35.1,43.799994011,36381,"Medium","High"
"Virginia","Mecklenburg",51376,7.5,6,10.3,15.1,7.1,11.6,16.4,9432,"Low",203,"VA","James City County, VA",31.4,35.1,43.799994011,51376,"Medium","Very Low"
"Virginia","Middlesex",61846,6.8,6,10.3,15.1,7.1,11.6,16.4,20347,"Medium",641,"VA","King and Queen County, VA",31.4,35.1,43.799994011,61846,"High","Low"
"Virginia","Nelson",41327,6.8,6,10.3,15.1,7.1,11.6,16.4,1704,"Low",510,"VA","King George County, VA",31.4,35.1,43.799994011,41327,"Medium","Low"
"Virginia","New Kent",55313,5.6,6,10.3,15.1,7.1,11.6,16.4,979,"Very Low",403,"VA","King William County, VA",31.4,35.1,43.799994011,55313,"Medium","Low"
"Virginia","Northampton",57271,7,6,10.3,15.1,7.1,11.6,16.4,9832,"Low",548,"VA","Lancaster County, VA",31.4,35.1,43.799994011,57271,"Medium","Low"
"Virginia","Northumberland",88570,6.5,6,10.3,15.1,7.1,11.6,16.4,1143,"Low",12424,"VA","Lee County, VA",31.4,35.1,43.799994011,88570,"High","Very High"
"Virginia","Nottoway",59493,8.2,6,10.3,15.1,7.1,11.6,16.4,1747,"Low",1075,"VA","Loudoun County, VA",31.4,35.1,43.799994011,59493,"Medium","Moderate"
"Virginia","Orange",59113,6.5,6,10.3,15.1,7.1,11.6,16.4,581,"Very Low",285,"VA","Louisa County, VA",31.4,35.1,43.799994011,59113,"Medium","Very Low"
"Virginia","Page",37003,8.1,6,10.3,15.1,7.1,11.6,16.4,1584,"Low",288,"VA","Lunenburg County, VA",31.4,35.1,43.799994011,37003,"Medium","Very Low"
"Virginia","Patrick",55580,7.6,6,10.3,15.1,7.1,11.6,16.4,3696,"Low",205,"VA","Madison County, VA",31.4,35.1,43.799994011,55580,"Medium","Very Low"
"Virginia","Powhatan",41945,5.7,6,10.3,15.1,7.1,11.6,16.4,1334,"Low",886,"VA","Mathews County, VA",31.4,35.1,43.799994011,41945,"Medium","Moderate"
"Virginia","Prince Edward",36305,8,6,10.3,15.1,7.1,11.6,16.4,16442,"Medium",271,"VA","Mecklenburg County, VA",31.4,35.1,43.79584899,36305,"Medium","Very Low"
"Virginia","Pulaski",60942,7.4,6,10.3,15.1,7.1,11.6,16.4,11006,"Medium",2414,"VA","Middlesex County, VA",31.4,35.1,43.799994011,60942,"High","High"
"Virginia","Rappahannock",35765,6.1,6,10.3,15.1,7.1,11.6,16.4,4737,"Low",422,"VA","Montgomery County, VA",31.4,35.1,43.799994011,35765,"Medium","Low"
"Virginia","Richmond",42545,8.2,6,10.3,15.1,7.1,11.6,16.4,988,"Very Low",597,"VA","Nelson County, VA",31.4,35.1,43.799994011,42545,"Medium","Low"
"Virginia","Russell",70931,9.3,6,10.3,15.1,7.1,11.6,16.4,12216,"Medium",435,"VA","New Kent County, VA",31.4,35.1,43.799994011,70931,"High","Low"
"Virginia","Scott",41905,9,6,10.3,15.1,7.1,11.6,16.4,3660,"Low",373,"VA","Northampton County, VA",31.4,35.1,43.799994011,41905,"Medium","Low"
"Virginia","Shenandoah",37054,7.5,6,10.3,15.1,7.1,11.6,16.4,1242,"Low",376,"VA","Northumberland County, VA",31.4,35.1,43.799994011,37054,"Medium","Low"
"Virginia","Smyth",35773,9.1,6,10.3,15.1,7.1,11.6,16.4,2622,"Low",995,"VA","Nottoway County, VA",31.4,35.1,43.799994011,35773,"Medium","Moderate"
"Virginia","Stafford",49287,4.9,6,10.3,15.1,7.1,11.6,16.4,27809,"Medium",909,"VA","Orange County, VA",31.4,35.1,41.34762374,49287,"Medium","Moderate"
"Virginia","Surry",40203,7.3,6,10.3,15.1,7.1,11.6,16.4,34150,"Medium",510,"VA","Page County, VA",31.4,35.1,43.799994011,40203,"Medium","Low"
"Virginia","Sussex",59185,7.4,6,10.3,15.1,7.1,11.6,16.4,738,"Very Low",1989,"VA","Patrick County, VA",31.4,35.1,43.799994011,59185,"Medium","Moderate"
"Virginia","Tazewell",46414,9,6,10.3,15.1,7.1,11.6,16.4,7518,"Low",705,"VA","Pittsylvania County, VA",31.4,35.1,43.799994011,46414,"Medium","Low"
"Virginia","Warren",34627,6.8,6,10.3,15.1,7.1,11.6,16.4,677,"Very Low",674,"VA","Powhatan County, VA",31.4,35.1,43.799994011,34627,"Medium","Low"
"Virginia","Westmoreland",40281,7.9,6,10.3,15.1,7.1,11.6,16.4,16721,"Medium",1000,"VA","Prince Edward County, VA",31.4,35.1,43.799994011,40281,"Medium","Moderate"
"Virginia","Wythe",50951,8,6,10.3,15.1,7.1,11.6,16.4,3456,"Low",886,NA,NA,31.4,35.1,43.80123524,50951,"Medium","Moderate"
"Washington","Adams",48096,7.2,6,10.3,15.1,7.1,11.6,16.4,45409,"Medium",536,"WA","Adams County, WA",31.4,35.1,44.203055075,48096,"Medium","Low"
"Washington","Asotin",39530,6.7,6,10.3,15.1,7.1,11.6,16.4,17429,"Medium",8426,"WA","Asotin County, WA",31.4,35.1,44.203055075,39530,"Medium","Very High"
"Washington","Benton",91012,5.3,6,10.3,15.1,7.1,11.6,16.4,2469,"Low",3682,"WA","Benton County, WA",31.4,35.1,44.688927121,91012,"High","High"
"Washington","Chelan",53172,5.8,6,10.3,15.1,7.1,11.6,16.4,2979,"Low",2970,"WA","Chelan County, WA",31.4,35.1,44.203055075,53172,"Medium","High"
"Washington","Clallam",45149,5.9,6,10.3,15.1,7.1,11.6,16.4,10069,"Medium",20700,"WA","Clallam County, WA",31.4,35.1,43.797263831,45149,"Medium","Very High"
"Washington","Clark",43197,5.4,6,10.3,15.1,7.1,11.6,16.4,41912,"Medium",126,"WA","Clark County, WA",31.4,35.1,44.138770698,43197,"Medium","Very Low"
"Washington","Columbia",41955,5.8,6,10.3,15.1,7.1,11.6,16.4,2748,"Low",4506,"WA","Columbia County, WA",31.4,35.1,44.207983331,41955,"Medium","High"
"Washington","Cowlitz",43042,6.5,6,10.3,15.1,7.1,11.6,16.4,2170,"Low",1798,"WA","Cowlitz County, WA",31.4,35.1,44.203055075,43042,"Medium","Moderate"
"Washington","Douglas",62602,6,6,10.3,15.1,7.1,11.6,16.4,3388,"Low",282,"WA","Douglas County, WA",31.4,35.1,44.203055075,62602,"High","Very Low"
"Washington","Ferry",45563,7.7,6,10.3,15.1,7.1,11.6,16.4,3268,"Low",3830,"WA","Ferry County, WA",31.4,35.1,44.203055075,45563,"Medium","High"
"Washington","Franklin",54783,6.1,6,10.3,15.1,7.1,11.6,16.4,3080,"Low",69,"WA","Franklin County, WA",31.4,35.1,44.203055075,54783,"Medium","Very Low"
"Washington","Garfield",59597,5.8,6,10.3,15.1,7.1,11.6,16.4,22043,"Medium",4168,"WA","Garfield County, WA",31.4,35.1,44.203055075,59597,"Medium","High"
"Washington","Grant",75998,6.4,6,10.3,15.1,7.1,11.6,16.4,8478,"Low",3399,"WA","Grant County, WA",31.4,35.1,44.203055075,75998,"High","High"
"Washington","Grays Harbor",41854,7,6,10.3,15.1,7.1,11.6,16.4,9204,"Low",2990,"WA","Grays Harbor County, WA",31.4,35.1,44.203055075,41854,"Medium","High"
"Washington","Island",47467,5,6,10.3,15.1,7.1,11.6,16.4,45938,"Medium",1230,"WA","Island County, WA",31.4,35.1,44.203055075,47467,"Medium","Moderate"
"Washington","Jefferson",41668,5.3,6,10.3,15.1,7.1,11.6,16.4,529,"Very Low",99369,"WA","Jefferson County, WA",31.4,35.1,44.203055075,41668,"Medium","Very High"
"Washington","King",40288,3.8,6,10.3,15.1,7.1,11.6,16.4,13865,"Medium",9938,"WA","King County, WA",31.4,35.1,35.168113202,40288,"Medium","Very High"
"Washington","Kitsap",43022,5,6,10.3,15.1,7.1,11.6,16.4,4331,"Low",2008,"WA","Kitsap County, WA",31.4,35.1,42.70107955,43022,"Medium","Moderate"
"Washington","Kittitas",88291,6,6,10.3,15.1,7.1,11.6,16.4,1266,"Low",802,"WA","Kittitas County, WA",31.4,35.1,43.416701692,88291,"High","Moderate"
"Washington","Klickitat",55344,6.2,6,10.3,15.1,7.1,11.6,16.4,11196,"Medium",3275,"WA","Klickitat County, WA",31.4,35.1,44.203055075,55344,"Medium","High"
"Washington","Lewis",35051,6.8,6,10.3,15.1,7.1,11.6,16.4,305,"Very Low",315,"WA","Lewis County, WA",31.4,35.1,44.203055075,35051,"Medium","Low"
"Washington","Lincoln",41842,6.1,6,10.3,15.1,7.1,11.6,16.4,11623,"Medium",2517,"WA","Lincoln County, WA",31.4,35.1,44.203055075,41842,"Medium","High"
